country,method,seed,municipality,rho
brazil,mexico-init,2,3544103,-0.08176914181040884
brazil,mexico-init,2,3547304,-0.11055434247063246
brazil,mexico-init,2,3547809,0.2740000646679172
brazil,mexico-init,2,3548708,0.24421264298985124
brazil,mexico-init,2,3548807,-0.11081968545519236
brazil,mexico-init,2,3550308,0.46846968178812165
brazil,mexico-init,2,3552502,0.1911085016370399
brazil,mexico-init,2,3552809,0.12530653061592625
brazil,oracle,0,3106200,0.569602766909472
brazil,oracle,0,3106705,0.2561139788273565
brazil,oracle,0,3118601,0.32120849585269223
brazil,oracle,0,3124104,0.2646335581288027
brazil,oracle,0,3129806,0.2903631435270119
brazil,oracle,0,3144805,0.07683340389129777
brazil,oracle,0,3154606,0.1267368234311182
brazil,oracle,0,3156700,0.26249275888727
brazil,oracle,0,3157807,0.11432424324372485
brazil,oracle,0,3165537,0.5081905071627453
brazil,oracle,0,3171204,0.05895201001034528
brazil,oracle,0,3300456,-0.04237555172653943
brazil,oracle,0,3301702,0.22139291341480297
brazil,oracle,0,3302007,0.05988421066341381
brazil,oracle,0,3302858,0.10084889079406933
brazil,oracle,0,3303203,0.29808648990480785
brazil,oracle,0,3303302,0.17674879566589832
brazil,oracle,0,3303500,0.23600469670877927
brazil,oracle,0,3304144,-0.07398661961925561
brazil,oracle,0,3304557,0.379123085751944
brazil,oracle,0,3305109,0.1303968694685297
brazil,oracle,0,3305554,-0.03550562447721303
brazil,oracle,0,3503901,0.34263457667056746
brazil,oracle,0,3505708,0.702685520629026
brazil,oracle,0,3509007,0.06987987360874694
brazil,oracle,0,3509205,0.05361600063651308
brazil,oracle,0,3510609,0.4077482467789753
brazil,oracle,0,3513009,0.140822191394963
brazil,oracle,0,3513801,0.1422731292159302
brazil,oracle,0,3515004,0.3004441110312197
brazil,oracle,0,3515707,0.21731086138948963
brazil,oracle,0,3518800,0.22382853098897582
brazil,oracle,0,3522208,0.3726845110065125
brazil,oracle,0,3523107,0.07438727907900698
