country,method,seed,municipality,rho
brazil,zero-shot,0,3112307,-0.011549224074409859
brazil,zero-shot,0,3112505,-0.20930906508311498
brazil,zero-shot,0,3113305,0.2522144303906431
brazil,zero-shot,0,3113404,0.2638367876778137
brazil,zero-shot,0,3114204,0.0035810458752017892
brazil,zero-shot,0,3114303,0.0750177695856117
brazil,zero-shot,0,3115300,0.11543790788118781
brazil,zero-shot,0,3115508,0.007434562582058625
brazil,zero-shot,0,3116605,0.1817090247481994
brazil,zero-shot,0,3117306,-0.10609513733560842
brazil,zero-shot,0,3117876,-0.32471501699578753
brazil,zero-shot,0,3118007,0.16057030211682102
brazil,zero-shot,0,3118304,0.23278860124339837
brazil,zero-shot,0,3118601,0.07866363653519333
brazil,zero-shot,0,3119104,-0.18049126913983052
brazil,zero-shot,0,3119302,-0.12059192737072726
brazil,zero-shot,0,3119401,0.2248482440616433
brazil,zero-shot,0,3119609,-0.10966395384287142
brazil,zero-shot,0,3119906,0.22596515093853228
brazil,zero-shot,0,3120904,0.011557912252733818
brazil,zero-shot,0,3122306,0.25739830329960295
brazil,zero-shot,0,3123601,0.1421148706819773
brazil,zero-shot,0,3124104,0.08276276526381822
brazil,zero-shot,0,3125101,0.13474096478782993
brazil,zero-shot,0,3126000,0.1049249729519136
brazil,zero-shot,0,3126109,0.08748583826495483
brazil,zero-shot,0,3127107,-0.3324491057315023
brazil,zero-shot,0,3127701,0.15925552198393395
brazil,zero-shot,0,3128006,0.2546622256493701
brazil,zero-shot,0,3128709,-0.0553072330889407
brazil,zero-shot,0,3129806,0.18489808383369827
brazil,zero-shot,0,3130101,-0.01680691045259879
brazil,zero-shot,0,3131109,0.004449721317118613
brazil,zero-shot,0,3131307,0.3080914249004234
brazil,zero-shot,0,3131703,0.21389139820348496
brazil,zero-shot,0,3131901,0.2139210117671277
brazil,zero-shot,0,3132404,0.10681726693574267
brazil,zero-shot,0,3132503,-0.14359345094267378
brazil,zero-shot,0,3133808,0.021880689756880838
brazil,zero-shot,0,3134202,-0.17679497066289163
brazil,zero-shot,0,3134400,-0.16500024242920067
brazil,zero-shot,0,3134905,0.2184578989395255
brazil,zero-shot,0,3135050,-0.16595112203571533
brazil,zero-shot,0,3135100,0.01801145598646092
